Time,Day,Day,Day,Day,Day,Day,Night,Night,Night,Night,Night,Night,Average UCYN-A Day,Average Whole Culture Day,Average UCYN-A Night,Average Whole Culture Night,logFC_Day,logFC_Night,Pvalue_Day,Pvalue_Night,Significant_Day,Significant_Night,Sequence source
BDA39340.1,6033.209961,6232.648926,9285.050781,690.3555908,NaN,NaN,7776.900391,8844.081055,7831.936523,5567.432129,2343.802979,NaN,32600.01367,690.3555908,8150.972656,3955.617554,4.938716436,1.887352858,0.100807799,0.40081582,Not significant,Not significant,UCYN-A genome
BDA39341.1,32600.01367,NaN,NaN,NaN,NaN,NaN,6451.175781,9141.022461,7112.563965,NaN,NaN,NaN,358.5010071,NaN,7568.254069,NaN,16.73799861,16.02767533,0.003198516,1.98483E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39346.1,358.5010071,NaN,NaN,NaN,NaN,NaN,529.197998,379.7223206,224.1056519,NaN,NaN,NaN,8215.809733,NaN,377.6753235,NaN,10.23232714,11.63425236,0.164751918,0.000205601,Not significant,UCYN-A,UCYN-A genome
BDA39350.1,5627.185059,6726.337891,12293.90625,NaN,15363.61816,NaN,12367.72266,11143.63281,9621.941406,3226.417236,NaN,NaN,56.35150146,15363.61816,11044.43229,3226.417236,0.418081551,3.577897173,0.878254232,0.217193271,Not significant,Not significant,UCYN-A genome
BDA39351.1,56.35150146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.39861298,NaN,NaN,NaN,151672.0208,NaN,75.39861298,NaN,7.568656442,8.063975314,0.211898931,0.073714547,Not significant,Not significant,UCYN-A genome
BDA39352.1,156680.4688,143070.3281,155265.2656,15357.4502,NaN,67.91083527,269453.125,263005.4375,213472.6719,47565.60938,33520.89453,33433.41797,1482.083008,7712.680518,248643.7448,38173.30729,4.910793872,2.926454064,0.042207544,0.035415196,UCYN-A,UCYN-A,UCYN-A genome
BDA39357.1,2449.522705,NaN,514.6433105,NaN,NaN,NaN,1438.30603,699.9848022,1208.422363,NaN,NaN,NaN,2699.255127,NaN,1115.571065,NaN,13.1761689,13.26344719,0.018785551,6.6382E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39358.1,2699.255127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,196032.2318,NaN,NaN,NaN,13.14388837,0,0.067375016,1,Not significant,Not significant,UCYN-A genome
BDA39360.1,101675.0859,208235.3281,278186.2813,11918.21973,8837.004883,NaN,110806.0078,96235.53906,82156.45313,NaN,NaN,NaN,4910.373291,10377.61231,96399.33333,NaN,4.64716543,19.67419483,0.034403485,1.01742E-11,UCYN-A,UCYN-A,UCYN-A genome
BDA39362.1,5575.998535,4244.748047,NaN,NaN,NaN,NaN,2962.415039,6631.555664,4163.338867,NaN,NaN,NaN,6777.000244,NaN,4585.769857,NaN,14.8322631,15.31031684,0.002474592,4.08028E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39363.1,8904.588867,2380.460693,9045.951172,NaN,NaN,NaN,8346.951172,7054.888184,8584.984375,NaN,NaN,NaN,44223.45313,NaN,7995.60791,NaN,15.72199918,16.11469258,3.41435E-06,1.86847E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39364.1,31315.04297,45788.42188,55566.89453,32503.87305,32483.48047,40861.09375,36302.10938,40796.33594,37588.12109,19392.28516,8321.220703,24352.1582,39087.78646,35282.81576,38228.85547,17355.22135,0.114002089,1.363338301,0.931917919,0.338672631,Not significant,Not significant,UCYN-A genome
BDA39365.1,51621.83203,31412.84766,34228.67969,69999.89844,41702.39453,44566.55078,27932.36133,16197.34766,17500.70898,36973.62891,36490.18359,47953.55078,15535.13867,52089.61458,20543.47266,40472.45443,-0.460707557,-0.774351065,0.738225955,0.575165298,Not significant,Not significant,UCYN-A genome
BDA39366.1,8592.367188,18655.89844,19357.15039,NaN,NaN,NaN,11309.08301,10871.11621,11922.60742,NaN,NaN,NaN,9061.961833,NaN,11367.60221,NaN,16.79926961,16.62150349,2.35923E-07,7.12988E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA39367.1,8480.677734,15238.51172,3466.696045,NaN,NaN,NaN,11104.56152,8500.575195,9455.757813,3132.19165,NaN,NaN,1468.315674,NaN,9686.964843,3132.19165,16.15679633,3.443281853,1.63506E-06,0.231589374,UCYN-A,Not significant,UCYN-A genome
BDA39369.1,1468.315674,NaN,NaN,NaN,NaN,NaN,1066.356934,998.1755371,902.5106201,NaN,NaN,NaN,3055.687256,NaN,989.0143637,NaN,12.26561206,13.0782583,0.104577104,6.13021E-05,Not significant,UCYN-A,UCYN-A genome
BDA39372.1,2953.044922,3222.862549,2991.154297,NaN,1913.293213,71.94574738,16119.27441,13635.13574,11780.4873,12824.17383,23870.7207,17749.48828,36178.1556,992.6194802,13844.96582,18148.1276,2.031394805,-0.162898232,0.438308509,0.910879497,Not significant,Not significant,UCYN-A genome
BDA39373.1,26038.61523,40862.67578,41633.17578,NaN,NaN,NaN,39565.01563,48543.88672,48283.15625,NaN,NaN,NaN,9449.440348,NaN,45464.01953,NaN,18.05564468,18.62851231,6.97247E-09,6.11091E-10,UCYN-A,UCYN-A,UCYN-A genome
BDA39374.1,12390.75879,13526.5166,2431.045654,NaN,NaN,NaN,5890.294922,5615.364258,6623.19043,NaN,NaN,NaN,6271.454834,NaN,6042.94987,NaN,16.28496979,15.71658412,1.86628E-06,2.89772E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39376.1,3546.558838,9379.185547,5888.620117,NaN,NaN,NaN,10110.97461,11452.91113,11166.00195,NaN,12935.19434,NaN,263461.8438,NaN,10909.96256,12935.19434,15.51921167,1.663472918,5.6279E-06,0.549428515,UCYN-A,Not significant,UCYN-A genome
BDA39377.1,103819.2813,317889.625,368676.625,49076.86328,41001.51953,21896.01953,69583.79688,54802.375,65672.0625,33703.73828,23487.67578,18892.35156,1447.403595,37324.80078,63352.74479,25361.25521,2.579667651,1.569016333,0.066432631,0.248641387,Not significant,Not significant,UCYN-A genome
BDA39378.1,2794.678223,1275.464722,272.0678406,NaN,NaN,NaN,2345.557861,1666.187256,1360.748047,10177.12305,NaN,NaN,4064.091309,NaN,1790.831055,10177.12305,13.67390765,-0.726666269,0.002123846,0.797749255,UCYN-A,Not significant,UCYN-A genome
BDA39379.1,592.0322266,6905.752441,4694.489258,NaN,NaN,NaN,2926.991943,1103.832275,246.5256042,NaN,NaN,NaN,23724.6556,NaN,1425.783274,NaN,14.80040571,13.46253157,0.000131641,0.000104096,UCYN-A,UCYN-A,UCYN-A genome
BDA39380.1,22546.27148,22028.63281,26599.0625,4076.724121,3493.148682,12426.22461,28517.1875,23237.54492,24653.21875,8229.585938,9679.80957,14941.25684,49685.20703,6665.365804,25469.31706,10950.21745,1.635012378,1.443249632,0.296867243,0.330253279,Not significant,Not significant,UCYN-A genome
BDA39381.1,42018.1875,55085.69531,51951.73828,11045.34277,3751.214355,6437.415039,125650.5313,132467.2656,100310.4922,73393.67969,75133.85938,51057.96484,3564.55542,7077.990721,119476.0964,66528.5013,2.68723407,1.075414699,0.066210291,0.412716377,Not significant,Not significant,UCYN-A genome
BDA39384.1,3564.55542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20141.0586,NaN,NaN,NaN,13.54501472,0,0.057465766,1,Not significant,Not significant,UCYN-A genome
BDA39385.1,22046.625,17840.94141,20535.60938,NaN,NaN,NaN,30597.83789,37544.47266,34506.19531,NaN,9865.12793,NaN,7087.696289,NaN,34216.16862,9865.12793,17.28349285,3.703002277,8.53865E-08,0.177313075,UCYN-A,Not significant,UCYN-A genome
BDA39386.1,4559.865723,9804.051758,6899.171387,NaN,NaN,NaN,2401.557373,2785.310303,3641.727051,NaN,NaN,NaN,37772.25651,NaN,2942.864909,NaN,15.70602441,14.70274573,2.42071E-06,1.78494E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39388.1,23484.39063,53143.35156,36689.02734,NaN,NaN,NaN,68754.92969,38731.01953,37561.0625,NaN,NaN,NaN,68030.8672,NaN,48349.00391,NaN,18.11645272,18.65647865,7.43975E-09,3.98559E-10,UCYN-A,UCYN-A,UCYN-A genome
BDA39389.1,120695.0938,43726.51172,39670.99609,11679.94629,7137.729492,9778.602539,125873.25,123682.1563,100989.7813,40366.61328,36547.10156,43654.84766,497402.1459,9532.092774,116848.3959,40189.52083,2.86761731,1.760403412,0.055579835,0.186925818,Not significant,Not significant,UCYN-A genome
BDA39390.1,494666.8438,555073.125,442466.4688,45450.89063,47560.45703,29309.92188,1332539.75,1385883.625,1193964.5,71930.58594,89379.67969,79657.07031,2491.139343,40773.75651,1304129.292,80322.44531,3.49839516,4.257804758,0.013670939,0.003557377,UCYN-A,UCYN-A,UCYN-A genome
BDA39391.1,1197.880981,NaN,3784.397705,NaN,NaN,NaN,1126.849243,1149.558594,3136.657959,NaN,NaN,NaN,17686.61947,NaN,1804.355265,NaN,13.51187812,14.06395959,0.015267055,5.72674E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39393.1,14131.62012,19092.19727,19836.04102,NaN,NaN,NaN,25810.88672,24763.98438,23221.0332,NaN,NaN,NaN,78424.52084,NaN,24598.63477,NaN,17.0390244,17.71976993,1.42537E-07,1.18643E-08,UCYN-A,UCYN-A,UCYN-A genome
BDA39394.1,32900.9375,97509.89063,104862.7344,95919.08594,62687.55859,93294.69531,40889.52344,30029.49805,27656.80859,73102.57031,61645.92969,56094.28906,3532.615499,83967.11328,32858.61003,63614.26302,-0.352690544,-0.737377071,0.795186246,0.577708636,Not significant,Not significant,UCYN-A genome
BDA39395.1,8327.167969,1832.083252,438.5952759,NaN,NaN,NaN,5652.663574,4522.577148,5081.540039,673.1856079,NaN,NaN,14275.09082,NaN,5085.593587,673.1856079,15.02452558,4.735533784,9.33001E-05,0.11858869,UCYN-A,Not significant,UCYN-A genome
BDA39397.1,13976.28711,15846.53027,13002.45508,27339.5957,24000.14844,23267.03906,4370.323242,4881.78125,5962.728516,21272.23242,37232.16016,22423.91602,5967.181072,24868.92773,5071.611003,26976.10287,-0.921948242,-2.1253403,0.526742764,0.165750234,Not significant,Not significant,UCYN-A genome
BDA39398.1,2205.678223,2785.295654,12910.56934,NaN,NaN,NaN,17050.08789,16515.91797,13800.87598,NaN,NaN,NaN,13514.99284,NaN,15788.96061,NaN,15.30258866,17.07002666,1.41424E-05,2.06289E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA39400.1,8305.350586,13145.38184,19094.24609,NaN,NaN,NaN,8498.310547,15083.49414,15106.6709,625.4145508,NaN,NaN,17964.36295,NaN,12896.15853,625.4145508,16.59446943,6.225346116,4.27783E-07,0.044920277,UCYN-A,UCYN-A,UCYN-A genome
BDA39402.1,23660.14648,15360.76758,14872.1748,NaN,NaN,NaN,34886.91406,37209.13672,34839.46094,9896.354492,NaN,NaN,4412.078776,NaN,35645.17057,9896.354492,17.16892109,3.671045933,9.41461E-08,0.17910988,UCYN-A,Not significant,UCYN-A genome
BDA39404.1,4685.243652,4606.738281,3944.254395,NaN,NaN,NaN,5935.741699,2893.299072,3599.214844,NaN,NaN,NaN,4169.604736,NaN,4142.751872,NaN,15.09776025,15.12282841,2.34147E-05,5.2514E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39405.1,3532.045654,4815.828125,4160.94043,NaN,NaN,NaN,6810.635254,283.2685547,20.04375648,NaN,NaN,NaN,54.00045776,NaN,2371.315855,NaN,14.97269764,14.13094651,3.69826E-05,0.000403656,UCYN-A,UCYN-A,UCYN-A genome
BDA39407.1,54.00045776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5614.945964,NaN,NaN,NaN,7.507476549,0,0.214537626,1,Not significant,Not significant,UCYN-A genome
BDA39408.1,5367.314453,6950.125,4527.398438,NaN,16073.77051,NaN,3034.392822,4441.802246,4815.614746,NaN,NaN,NaN,NaN,16073.77051,4097.269938,NaN,-0.092938151,15.17605218,0.973089016,4.59261E-06,Not significant,UCYN-A,UCYN-A genome
BDA39416.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63639.5,NaN,NaN,NaN,0,0,1,1,Not significant,Not significant,UCYN-A genome
BDA39417.1,51563.07813,69062.46875,70292.95313,NaN,NaN,NaN,49069.73828,59111.63281,50993.28516,8592.480469,NaN,9421.685547,41708.14388,NaN,53058.21875,9007.083008,18.88958602,3.350543397,1.22458E-10,0.109163562,UCYN-A,Not significant,UCYN-A genome
BDA39418.1,31864.36914,47502.12109,45757.94141,1696.648804,2344.688965,NaN,67601.0625,58299.98047,42278.48828,28168.81641,34682.94922,26407.9668,238007.2188,2020.668885,56059.84375,29753.24414,4.814853316,1.125318829,0.033638874,0.400546884,UCYN-A,Not significant,UCYN-A genome
BDA39419.1,138330,282510.75,293180.9063,41659.41406,34349.55469,NaN,134636.0625,159609.8281,141424.5938,54984.25391,64530.85547,67434.28906,1313.003052,38004.48438,145223.4948,62316.46615,3.076578306,1.464986992,0.138884021,0.268322667,Not significant,Not significant,UCYN-A genome
BDA39421.1,874.4639893,1751.542114,NaN,NaN,NaN,NaN,1447.875244,2124.363525,NaN,NaN,NaN,NaN,27437.63509,NaN,1786.119385,NaN,12.82480384,13.22113963,0.022260076,0.003081255,UCYN-A,UCYN-A,UCYN-A genome
BDA39424.1,6753.063477,24468.20508,51091.63672,NaN,NaN,NaN,1524.685669,628.3684082,11606.25586,NaN,NaN,NaN,371500.7865,NaN,4586.436646,NaN,17.50871969,15.50927942,8.90545E-08,2.08818E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39426.1,204373.2656,463223.4375,446905.6563,90550.5,74307.6875,70532.92188,227700.2188,231165.4688,249677.375,121082.1875,144347.4844,105176.2734,220.1034851,78463.70313,236181.0209,123535.3151,2.030041504,1.195918646,0.134178039,0.356563681,Not significant,Not significant,UCYN-A genome
BDA39427.1,142.1289063,213.6716919,304.5098572,NaN,NaN,NaN,NaN,101.6272125,NaN,NaN,NaN,NaN,3718.467448,NaN,101.6272125,NaN,10.66311186,8.150309447,0.011599438,0.062879788,UCYN-A,Not significant,UCYN-A genome
BDA39428.1,4611.43457,4006.06543,2537.902344,NaN,NaN,NaN,756.640564,5641.892578,1961.305908,NaN,NaN,NaN,33864.60677,NaN,2786.613017,NaN,14.89593689,14.58357214,7.67592E-05,4.22025E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39431.1,18122.75781,44504.51172,38966.55078,NaN,NaN,NaN,46698.82422,51210.78906,54134.14453,NaN,NaN,NaN,10330.54606,NaN,50681.2526,NaN,17.92867147,18.78368556,1.37139E-08,2.69288E-10,UCYN-A,UCYN-A,UCYN-A genome
BDA39433.1,16103.97754,7153.334961,7734.325684,1453.753418,NaN,4403.671387,28627.12305,22087.5293,15083.05566,127733.5547,3371.753418,6364.756836,17495.8457,2928.712403,21932.56934,45823.35498,2.330566446,-0.877872638,0.302129103,0.582541129,Not significant,Not significant,UCYN-A genome
BDA39441.1,7030.802734,26295.49219,19161.24219,128150.4453,89439.59375,73703.92969,1156.106934,1316.485718,1640.488037,24506.79102,39980.76953,37461.3125,3509.742676,97097.98958,1371.026896,33982.95768,-2.687986322,-4.352922834,0.060411761,0.010533152,Not significant,Whole culture,UCYN-A genome
BDA39442.1,3509.742676,NaN,NaN,8353.787109,5336.29541,5759.452637,9878.060547,NaN,NaN,7705.13623,NaN,12315.80762,351172.4063,6483.178385,9878.060547,10010.47193,-2.223578926,-1.047223955,0.43274767,0.753455992,Not significant,Not significant,UCYN-A genome
BDA39452.1,271982.9375,389391.7188,392142.5625,261407.0469,101116.1328,196380.6563,67945.22656,101755.3672,85562.53125,15960.97754,26481.01172,29307.90625,149491.0286,186301.2787,85087.70834,23916.63184,0.758728082,2.084026949,0.557882509,0.131550098,Not significant,Not significant,UCYN-A genome
BDA39454.1,127995.7422,154471.8906,166005.4531,79976.35156,61098.05469,94655.77344,373576.9688,398511.2813,311702.3438,99616.20313,121390.2344,141538.7813,7230.214029,78576.72656,361263.5313,120848.4063,0.75814895,1.803064935,0.566366192,0.165813497,Not significant,Not significant,UCYN-A genome
BDA39455.1,2401.644531,7880.180176,11408.81738,NaN,NaN,NaN,13418.21191,13376.84961,12398.27051,NaN,37684.26563,NaN,622.9469208,NaN,13064.44401,37684.26563,15.62694082,0.367130116,3.69388E-06,0.890235259,UCYN-A,Not significant,UCYN-A genome
BDA39457.1,1457.950562,409.3026123,1.587588072,NaN,NaN,NaN,2240.00293,809.5076294,1036.602173,NaN,NaN,NaN,1303.728516,NaN,1362.037577,NaN,12.52707658,13.49446989,0.009781083,6.36885E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39462.1,1303.728516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,437.6609497,NaN,NaN,NaN,1861.755432,NaN,437.6609497,NaN,12.0941268,10.59748624,0.108839003,0.04836788,Not significant,UCYN-A,UCYN-A genome
BDA39464.1,2932.882813,790.6280518,NaN,NaN,NaN,NaN,9365.996094,7037.786133,9377.505859,NaN,NaN,NaN,88.85954285,NaN,8593.762695,NaN,13.52472313,16.21884221,0.015901491,1.3767E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39465.1,88.85954285,NaN,NaN,NaN,NaN,NaN,NaN,108.6645355,NaN,NaN,NaN,NaN,21505.58854,NaN,108.6645355,NaN,8.223229657,8.246558089,0.199417863,0.06166249,Not significant,Not significant,UCYN-A genome
BDA39466.1,33424.89453,15215.62598,15876.24512,NaN,NaN,NaN,33554.01563,44506.41406,39096.55859,1757.166748,NaN,NaN,22453.7845,NaN,39052.32943,1757.166748,17.47174316,6.304449764,9.826E-08,0.03040007,UCYN-A,UCYN-A,UCYN-A genome
BDA39467.1,13617.89258,22469.68359,31273.77734,NaN,NaN,NaN,21657.86523,24588.30859,23970.99609,NaN,NaN,NaN,19824.80811,NaN,23405.7233,NaN,17.32720371,17.66354704,7.74442E-08,1.83448E-08,UCYN-A,UCYN-A,UCYN-A genome
BDA39469.1,9269.913086,NaN,30379.70313,NaN,NaN,NaN,NaN,NaN,13099.13965,NaN,NaN,NaN,1730.585454,NaN,13099.13965,NaN,16.49876552,15.50023993,0.00024327,0.006187496,UCYN-A,UCYN-A,UCYN-A genome
BDA39470.1,2478.366699,2518.474609,194.9150543,NaN,NaN,NaN,7470.183594,5770.943848,6643.931641,2803.792725,1625.884888,2726.635742,105253.9688,NaN,6628.353028,2385.437785,13.86496845,1.702923745,0.001789276,0.32106589,UCYN-A,Not significant,UCYN-A genome
BDA39472.1,79938.42188,112786.9453,123036.5391,24623.86719,23283.4375,16170.33594,42980.72266,30753.0293,46478.05469,35333.25781,34763.48828,33003.87891,6005.326049,21359.21354,40070.60222,34366.875,2.130082291,0.483919208,0.125196808,0.721654862,Not significant,Not significant,UCYN-A genome
BDA39474.1,2014.338989,2403.137207,13598.50195,NaN,NaN,NaN,NaN,44.99357224,69.60823822,NaN,NaN,NaN,35242.67773,NaN,57.30090523,NaN,15.29573753,8.540833069,1.53712E-05,0.018343102,UCYN-A,UCYN-A,UCYN-A genome
BDA39476.1,25232.19336,36403.91406,44091.92578,NaN,38864.25391,NaN,27949.8125,28400.32227,32955.19922,67194.42969,NaN,NaN,20758.25065,38864.25391,29768.44466,67194.42969,1.206474114,0.665467775,0.64313165,0.79441733,Not significant,Not significant,UCYN-A genome
BDA39478.1,25929.02539,19564.90234,16780.82422,NaN,NaN,NaN,58597.09766,51625.30859,49616.57031,5458.244141,NaN,NaN,81365.38674,NaN,53279.65885,5458.244141,17.36837415,5.098112706,1.1243E-07,0.067005815,UCYN-A,Not significant,UCYN-A genome
BDA39479.1,41579.07422,90894.49219,111622.5938,NaN,NaN,NaN,76739.10938,87426.86719,71026.21875,NaN,15539.07422,NaN,23455.99316,NaN,78397.39844,15539.07422,19.16975528,4.227190175,6.985E-11,0.115963116,UCYN-A,Not significant,UCYN-A genome
BDA39480.1,11923.93848,31468.13867,26975.90234,NaN,NaN,115218.6172,12901.88379,9167.712891,11950.72168,NaN,NaN,NaN,1305.577393,115218.6172,11340.10612,NaN,-1.049069652,16.61216374,0.68771104,6.90574E-07,Not significant,UCYN-A,UCYN-A genome
BDA39481.1,1305.577393,NaN,NaN,NaN,NaN,NaN,1880.279297,1653.663574,NaN,NaN,NaN,NaN,27960.57682,NaN,1766.971436,NaN,12.09617087,13.18648381,0.108737255,0.003032775,Not significant,UCYN-A,UCYN-A genome
BDA39482.1,13592.76172,34498.96484,35790.00391,3782.311035,7697.573242,3832.384766,12577.625,12537.53906,11158.22852,11988.7041,10936.1416,19525.39453,55691.94922,5104.089681,12091.13086,14150.08008,2.200521924,-0.006494987,0.15945737,0.996542889,Not significant,Not significant,UCYN-A genome
BDA39483.1,55691.94922,NaN,NaN,NaN,NaN,NaN,1186.934814,1066.70105,NaN,NaN,NaN,NaN,3626.089355,NaN,1126.817932,NaN,17.5105908,12.53837786,0.001935969,0.004056615,UCYN-A,UCYN-A,UCYN-A genome
BDA39485.1,3626.089355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8868.022378,NaN,NaN,NaN,13.56970514,0,0.056291163,1,Not significant,Not significant,UCYN-A genome
BDA39486.1,17517.81445,5888.075195,3198.17749,15007.97266,13215.64551,18175.4707,19119.97266,20754.57813,14835.51758,28740.80664,37161.21484,29183.25,1066.631907,15466.36296,18236.68946,31695.09049,-0.744863256,-0.571730763,0.641391434,0.684542566,Not significant,Not significant,UCYN-A genome
BDA39487.1,1182.562378,1630.537476,386.7958679,NaN,NaN,NaN,2356.680664,1767.528809,2647.905762,NaN,NaN,NaN,811.5414429,NaN,2257.371745,NaN,13.0988323,14.30227451,0.002613487,3.7324E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39488.1,770.9424438,852.1404419,NaN,NaN,NaN,NaN,NaN,971.5482788,63.21390915,NaN,NaN,NaN,7164.852724,NaN,517.381094,NaN,12.19494903,11.51705787,0.029285803,0.008654235,UCYN-A,UCYN-A,UCYN-A genome
BDA39489.1,885.9883423,7097.275879,13511.29395,NaN,NaN,NaN,5453.386719,8090.393555,8007.645508,NaN,NaN,NaN,681.1340332,NaN,7183.808594,NaN,15.54614514,15.97798954,8.44523E-06,2.5467E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39490.1,681.1340332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6071.712729,NaN,NaN,NaN,11.15777023,0,0.140908136,1,Not significant,Not significant,UCYN-A genome
BDA39492.1,5945.170898,10975.54102,1294.42627,NaN,NaN,NaN,9158.015625,11935.17676,7015.703613,NaN,NaN,NaN,7625.685709,NaN,9369.631999,NaN,15.59921753,16.30622782,7.26616E-06,1.06256E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39493.1,6568.980957,3060.47168,13247.60449,NaN,NaN,NaN,5674.217285,3205.775879,NaN,NaN,NaN,NaN,9687.38208,NaN,4439.996582,NaN,15.78354979,14.49933541,3.02658E-06,0.001354905,UCYN-A,UCYN-A,UCYN-A genome
BDA39494.1,1436.549561,10398.84668,17226.75,NaN,NaN,NaN,7270.979492,11720.47656,6781.23584,NaN,NaN,NaN,11374.09277,NaN,8590.897297,NaN,15.99621836,16.19216674,3.0772E-06,1.72252E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39496.1,8918.254883,8582.873047,16621.15039,NaN,54.98123169,NaN,7928.952637,6763.770996,7032.084473,NaN,NaN,NaN,251.7559713,54.98123169,7241.602702,NaN,9.025515962,15.95685602,0.004559361,2.56826E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39498.1,358.7311401,253.6035614,142.9332123,NaN,NaN,NaN,NaN,NaN,15.1820755,NaN,NaN,NaN,262704.3906,NaN,15.1820755,NaN,11.04911002,5.768724365,0.010320422,0.107243714,UCYN-A,Not significant,UCYN-A genome
BDA39499.1,269755.125,253042.6406,265315.4063,NaN,NaN,NaN,182491.0625,307508.625,224295.2031,8689.209961,NaN,NaN,7970.213867,NaN,238098.2969,8689.209961,20.97853063,6.603755662,1.30514E-12,0.022411433,UCYN-A,UCYN-A,UCYN-A genome
BDA39501.1,6489.521484,7589.986328,9831.133789,44590.45313,NaN,39406.71094,6341.640625,3280.371582,6210.731934,7916.45166,NaN,26537.05859,792.4310913,41998.58204,5277.58138,17226.75513,-1.968836019,-0.914906011,0.36721138,0.682891939,Not significant,Not significant,UCYN-A genome
BDA39504.1,792.4310913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2248.156982,NaN,NaN,NaN,212415.5287,NaN,2248.156982,NaN,11.37603601,12.95771174,0.134745647,0.031176931,Not significant,UCYN-A,UCYN-A genome
BDA39505.1,119919.7578,232985.4844,284341.3438,9091.896484,3917.567139,2907.42627,113960.8906,97362.74219,88422.28906,8429.948242,9965.097656,9536.874023,74193.22917,5305.629964,99915.30728,9310.639974,5.145675941,3.649416521,0.001235079,0.012297156,UCYN-A,UCYN-A,UCYN-A genome
