target,similarity,From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (GO),Active site,Binding site,Catalytic activity,Cofactor,EC number,Function [CC],Pathway,Rhea ID,Site,Subunit structure,Chain,Signal peptide,AlphaFoldDB
A0A7S2Z362,0.9970999956130981,A0A7S2Z362,A0A7S2Z362,unreviewed,A0A7S2Z362_9CHLO,Chlorophyll b reductase,CLAU1311_LOCUS4391,Chloropicon laureae,393.0,,,,,,,,,,,,,,A0A7S2Z362;
A0A2V5VII7,0.9952999949455261,A0A2V5VII7,A0A2V5VII7,unreviewed,A0A2V5VII7_UNCVE,Galactose oxidase-like Early set domain-containing protein,DME22_22645,Verrucomicrobiota bacterium,263.0,,,,,,,,,,,,,,A0A2V5VII7;
W6L4V1,0.9977999925613403,W6L4V1,W6L4V1,unreviewed,W6L4V1_9TRYP,MYG1 protein,GSEM1_T00004114001,Phytomonas sp. EM1,410.0,,,,,,,,,,,,,,W6L4V1;
A0A813LKG9,0.995199978351593,A0A813LKG9,A0A813LKG9,unreviewed,A0A813LKG9_POLGL,RING-type E3 ubiquitin transferase,PGLA2088_LOCUS46875,Polarella glacialis (Dinoflagellate),781.0,membrane [GO:0016020]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457],,,,,,,,,,,,,A0A813LKG9;
A0A813JY68,0.9958999752998352,A0A813JY68,A0A813JY68,unreviewed,A0A813JY68_POLGL,Fibronectin type-III domain-containing protein,PGLA2088_LOCUS24915,Polarella glacialis (Dinoflagellate),1004.0,,,,,,,,,,,,,,A0A813JY68;
A0A5B8MY11,0.9986000061035156,A0A5B8MY11,A0A5B8MY11,unreviewed,A0A5B8MY11_9CHLO,Histone H2A,A3770_18p81560,Chloropicon primus,134.0,nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527],,,,,,,,,,"SUBUNIT: The nucleosome is a histone octamer containing two molecules each of H2A, H2B, H3 and H4 assembled in one H3-H4 heterotetramer and two H2A-H2B heterodimers. The octamer wraps approximately 147 bp of DNA. {ECO:0000256|RuleBase:RU003767}.",,,A0A5B8MY11;
A0A813GXK8,0.9951000213623047,A0A813GXK8,A0A813GXK8,unreviewed,A0A813GXK8_POLGL,Plastid lipid-associated protein/fibrillin conserved domain-containing protein,PGLA1383_LOCUS46394,Polarella glacialis (Dinoflagellate),423.0,,,,,,,,,,,,,,A0A813GXK8;
A0A812T4Y5,0.9954000115394592,A0A812T4Y5,A0A812T4Y5,,A0A812T4Y5_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A2P6TDQ2,0.9962999820709229,A0A2P6TDQ2,A0A2P6TDQ2,unreviewed,A0A2P6TDQ2_CHLSO,Meiotic nuclear division 1,C2E21_8648,Chlorella sorokiniana (Freshwater green alga),872.0,membrane [GO:0016020],,,,,,,,,,,,,A0A2P6TDQ2;
A0A3M7KZG8,0.9950000047683716,A0A3M7KZG8,A0A3M7KZG8,unreviewed,A0A3M7KZG8_AUXPR,Rhodanese domain-containing protein,APUTEX25_003437,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),330.0,,,,,,,,,,,,,,A0A3M7KZG8;
A1Z9E3,0.9977999925613403,A1Z9E3,A1Z9E3,unreviewed,A1Z9E3_DROME,Elongation factor Tu,mEFTu1 Dmel\CG6050 EF-Tu1 eftu-M EfTuM efTuM l(3)L4569 mtEF-Tu CG6050 Dmel_CG6050,Drosophila melanogaster (Fruit fly),489.0,mitochondrion [GO:0005739]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; mitochondrial translational elongation [GO:0070125]; translational elongation [GO:0006414],,,,,,FUNCTION: This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000256|RuleBase:RU000325}.,,,,,,,A1Z9E3;
A0A0L0DJT4,0.9955000281333923,A0A0L0DJT4,A0A0L0DJT4,unreviewed,A0A0L0DJT4_THETB,Cytohesin-2,AMSG_07453,Thecamonas trahens ATCC 50062,772.0,guanyl-nucleotide exchange factor activity [GO:0005085]; regulation of ARF protein signal transduction [GO:0032012],,,,,,,,,,,,,A0A0L0DJT4;
A0A485L0X6,0.9961000084877014,A0A485L0X6,A0A485L0X6,unreviewed,A0A485L0X6_9STRA,Aste57867_14504 protein,Aste57867_14504 As57867_014450 ASTE57867_14504,Aphanomyces stellatus,300.0,membrane [GO:0016020],,,,,,,,,,,"CHAIN 23..300; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5036355510""","SIGNAL 1..22; /evidence=""ECO:0000256|SAM:SignalP""",A0A485L0X6;
A0A7S0W7L9,0.9958999752998352,A0A7S0W7L9,A0A7S0W7L9,unreviewed,A0A7S0W7L9_9CRYP,EF-hand domain-containing protein,HTEP1355_LOCUS20747,Hemiselmis tepida,618.0,calcium ion binding [GO:0005509],,,,,,,,,,,,,A0A7S0W7L9;
A0A835YQS7,0.996399998664856,A0A835YQS7,A0A835YQS7,unreviewed,A0A835YQS7_9STRA,Glycoside hydrolase superfamily,JKP88DRAFT_350159,Tribonema minus,623.0,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; organic substance metabolic process [GO:0071704]",,,,,,,,,,,"CHAIN 17..623; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032347914""","SIGNAL 1..16; /evidence=""ECO:0000256|SAM:SignalP""",A0A835YQS7;
A0A812V8C8,0.9958999752998352,A0A812V8C8,A0A812V8C8,unreviewed,A0A812V8C8_9DINO,Wwox protein,Wwox SLIN2456_LOCUS21579,Symbiodinium sp. CCMP2456,938.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A812V8C8;
A0A7S1WHA9,0.9958999752998352,A0A7S1WHA9,A0A7S1WHA9,unreviewed,A0A7S1WHA9_ALECA,THO complex subunit 2,ACAT0790_LOCUS44735,Alexandrium catenella (Red tide dinoflagellate) (Gonyaulax catenella),645.0,,,,,,,,,,,,,,A0A7S1WHA9;
R1FCR2,0.9954000115394592,R1FCR2,R1FCR2,unreviewed,R1FCR2_EMIHU,Ion transport domain-containing protein,EMIHUDRAFT_201068,Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi),1353.0,membrane [GO:0016020]; calcium channel activity [GO:0005262],,,,,,,,,,,,,
A0A4D9D2Z9,0.9950000047683716,A0A4D9D2Z9,A0A4D9D2Z9,unreviewed,A0A4D9D2Z9_9STRA,Calcineurin-like phosphoesterase domain-containing protein,NSK_005707,Nannochloropsis salina CCMP1776,582.0,hydrolase activity [GO:0016787],,,,,,,,,,,,,A0A4D9D2Z9;
L8GVZ9,0.9973000288009644,L8GVZ9,L8GVZ9,unreviewed,L8GVZ9_ACACF,"Texlike RNA-binding protein, putative",ACA1_061440,Acanthamoeba castellanii (strain ATCC 30010 / Neff),1015.0,nucleic acid binding [GO:0003676]; nucleobase-containing compound metabolic process [GO:0006139],,,,,,,,,,,,,L8GVZ9;
A0A813FN24,0.9955000281333923,A0A813FN24,A0A813FN24,unreviewed,A0A813FN24_POLGL,Protochlorophyllide reductase,PGLA1383_LOCUS31640,Polarella glacialis (Dinoflagellate),672.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A813FN24;
A0A812V8C8,0.9962000250816345,A0A812V8C8,A0A812V8C8,unreviewed,A0A812V8C8_9DINO,Wwox protein,Wwox SLIN2456_LOCUS21579,Symbiodinium sp. CCMP2456,938.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A812V8C8;
A0A175WC79,0.9975000023841858,A0A175WC79,A0A175WC79,unreviewed,A0A175WC79_9PEZI,tyrosinase (EC 1.14.18.1),MMYC01_202599,Madurella mycetomatis,382.0,tyrosinase activity [GO:0004503],,,,COFACTOR: Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000256|ARBA:ARBA00001973};,1.14.18.1,,,,,,,,A0A175WC79;
A0A7S1IMK2,0.9962999820709229,A0A7S1IMK2,A0A7S1IMK2,unreviewed,A0A7S1IMK2_9EUGL,RAP domain-containing protein,EGYM00392_LOCUS28157,Eutreptiella gymnastica,811.0,,,,,,,,,,,,,,A0A7S1IMK2;
A0A8J2SMZ5,0.9950000047683716,A0A8J2SMZ5,A0A8J2SMZ5,unreviewed,A0A8J2SMZ5_9STRA,Methyltransferase type 11 domain-containing protein,PECAL_3P02620,Pelagomonas calceolata,263.0,S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],,,,,,,,,,,,,
A0A812P032,0.9955999851226807,A0A812P032,A0A812P032,unreviewed,A0A812P032_9DINO,PIP5K6 protein,PIP5K6 SLIN2456_LOCUS9850,Symbiodinium sp. CCMP2456,1506.0,"dioxygenase activity [GO:0051213]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,COFACTOR: Name=L-ascorbate; Xref=ChEBI:CHEBI:38290; Evidence={ECO:0000256|ARBA:ARBA00001961};,,,,,,,,,
A0A812YXJ9,0.9952999949455261,A0A812YXJ9,A0A812YXJ9,unreviewed,A0A812YXJ9_9DINO,EEF1AKNMT protein,EEF1AKNMT STRI2592_LOCUS40904,Symbiodinium sp. CCMP2592,724.0,methyltransferase activity [GO:0008168]; methylation [GO:0032259],,,,,,,,,,,,,A0A812YXJ9;
A0A125PI47,0.9975000023841858,A0A125PI47,A0A125PI47,unreviewed,A0A125PI47_9BASI,T-complex protein 1 subunit gamma,RHOSPDRAFT_35069,Rhodotorula sp. JG-1b,697.0,chaperonin-containing T-complex [GO:0005832]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082],,,,,,,,,,,,,A0A125PI47;
A0A7S4C9R5,0.9954000115394592,A0A7S4C9R5,A0A7S4C9R5,unreviewed,A0A7S4C9R5_9EUGL,ABM domain-containing protein,EGYM00163_LOCUS1700,Eutreptiella gymnastica,386.0,membrane [GO:0016020],,,,,,,,,,,,,A0A7S4C9R5;
A0A8J5XWL2,0.9957000017166138,A0A8J5XWL2,A0A8J5XWL2,unreviewed,A0A8J5XWL2_DIALT,Sushi domain-containing protein,KFE25_006861,Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri),1535.0,,,,,,,,,,,,"CHAIN 23..1535; /note=""Sushi domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5035296263""","SIGNAL 1..22; /evidence=""ECO:0000256|SAM:SignalP""",
A0A7S2CHE5,0.996399998664856,A0A7S2CHE5,A0A7S2CHE5,unreviewed,A0A7S2CHE5_9EUKA,Single Cache domain-containing protein,CBRE1094_LOCUS9002,Haptolina brevifila,568.0,plasma membrane [GO:0005886],,,,,,,,,,,,,A0A7S2CHE5;
G0SGK0,0.9986000061035156,G0SGK0,G0SGK0,reviewed,CBF5_CHATD,H/ACA ribonucleoprotein complex subunit CBF5 (EC 5.4.99.-) (Centromere-binding factor 5) (Centromere/microtubule-binding protein CBF5) (H/ACA snoRNP protein CBF5) (Small nucleolar RNP protein CBF5),CBF5 CTHT_0066610,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Thermochaetoides thermophila),483.0,microtubule [GO:0005874]; nucleolus [GO:0005730]; ribonucleoprotein complex [GO:1990904]; DNA binding [GO:0003677]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; cell cycle [GO:0007049]; cell division [GO:0051301]; pseudouridine synthesis [GO:0001522]; rRNA processing [GO:0006364],,,"CATALYTIC ACTIVITY: Reaction=uridine in 5S rRNA = pseudouridine in 5S rRNA; Xref=Rhea:RHEA:47036, Rhea:RHEA-COMP:11730, Rhea:RHEA-COMP:11731, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; Evidence={ECO:0000250|UniProtKB:P33322}; CATALYTIC ACTIVITY: Reaction=uridine in snRNA = pseudouridine in snRNA; Xref=Rhea:RHEA:51124, Rhea:RHEA-COMP:12891, Rhea:RHEA-COMP:12892, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; Evidence={ECO:0000250|UniProtKB:P33322}; CATALYTIC ACTIVITY: Reaction=a uridine in mRNA = a pseudouridine in mRNA; Xref=Rhea:RHEA:56644, Rhea:RHEA-COMP:14658, Rhea:RHEA-COMP:14659, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; Evidence={ECO:0000250|UniProtKB:P33322};",,5.4.99.-,"FUNCTION: Catalytic subunit of H/ACA small nucleolar ribonucleoprotein (H/ACA snoRNP) complex, which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1. Pseudouridine ('psi') residues may serve to stabilize the conformation of rRNAs and play a central role in ribosomal RNA processing. The H/ACA snoRNP complex also mediates pseudouridylation of other types of RNAs. Catalyzes pseudouridylation at position 93 in U2 snRNA. Also catalyzes pseudouridylation of mRNAs; H/ACA-type snoRNAs probably guide pseudouridylation of mRNAs. {ECO:0000250|UniProtKB:P33322}.",,RHEA:47036 RHEA:51124 RHEA:56644,,SUBUNIT: Component of the small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs (H/ACA snoRNPs). {ECO:0000250|UniProtKB:P33322}.,"CHAIN 1..483; /note=""H/ACA ribonucleoprotein complex subunit CBF5""; /id=""PRO_5003409223""",,G0SGK0;
A0A2R5G106,0.9952999949455261,A0A2R5G106,A0A2R5G106,unreviewed,A0A2R5G106_9STRA,Deoxyribonuclease Tat-D,FCC1311_001982,Hondaea fermentalgiana,484.0,metal ion binding [GO:0046872]; nuclease activity [GO:0004518],,,,,,,,,,,,,A0A2R5G106;
A0A1Q9D0D4,0.9962000250816345,A0A1Q9D0D4,A0A1Q9D0D4,unreviewed,A0A1Q9D0D4_SYMMI,RanBP2-type domain-containing protein,AK812_SmicGene29988,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),764.0,membrane [GO:0016020]; metal ion binding [GO:0046872],,,,,,,,,,,,,A0A1Q9D0D4;
A0A813BW84,0.9969000220298767,A0A813BW84,A0A813BW84,,A0A813BW84_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A316VXY3,0.9965000152587891,A0A316VXY3,A0A316VXY3,unreviewed,A0A316VXY3_9BASI,CIA30-domain-containing protein,IE81DRAFT_341405,Ceraceosorus guamensis,362.0,membrane [GO:0016020],,,,,,,,,,,,,A0A316VXY3;
A0A813K1J2,0.9954000115394592,A0A813K1J2,A0A813K1J2,unreviewed,A0A813K1J2_POLGL,ILEI/PANDER domain-containing protein,PGLA2088_LOCUS27397,Polarella glacialis (Dinoflagellate),1098.0,extracellular region [GO:0005576]; membrane [GO:0016020],,,,,,,,,,,"CHAIN 23..1098; /note=""ILEI/PANDER domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032959048""","SIGNAL 1..22; /evidence=""ECO:0000256|SAM:SignalP""",A0A813K1J2;
A0A813LKG9,0.9955999851226807,A0A813LKG9,A0A813LKG9,unreviewed,A0A813LKG9_POLGL,RING-type E3 ubiquitin transferase,PGLA2088_LOCUS46875,Polarella glacialis (Dinoflagellate),781.0,membrane [GO:0016020]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457],,,,,,,,,,,,,A0A813LKG9;
A0A812JS77,0.9955999851226807,A0A812JS77,A0A812JS77,unreviewed,A0A812JS77_9DINO,RDH14 protein,RDH14 STRI2592_LOCUS7011,Symbiodinium sp. CCMP2592,1417.0,membrane [GO:0016020]; oxidoreductase activity [GO:0016491],,,,,,,,,,,,,
A0A267G662,0.9969000220298767,A0A267G662,A0A267G662,unreviewed,A0A267G662_9PLAT,Protein phosphatase 1 regulatory subunit 36,BOX15_Mlig025965g1 BOX15_Mlig025965g2,Macrostomum lignano,449.0,phosphatase binding [GO:0019902],,,,,,,,,,,,,A0A267G662;
A0A1D2ADJ5,0.9962999820709229,A0A1D2ADJ5,A0A1D2ADJ5,unreviewed,A0A1D2ADJ5_AUXPR,Transmembrane protein,g.76673,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),391.0,membrane [GO:0016020],,,,,,,,,,,"CHAIN 26..391; /note=""Transmembrane protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5008901510""","SIGNAL 1..25; /evidence=""ECO:0000256|SAM:SignalP""",A0A1D2ADJ5;
A0A7S3AWQ1,0.9962999820709229,A0A7S3AWQ1,A0A7S3AWQ1,unreviewed,A0A7S3AWQ1_9EUKA,heme oxygenase (biliverdin-producing) (EC 1.14.14.18),HERI1096_LOCUS16283,Haptolina ericina,461.0,membrane [GO:0016020]; heme oxygenase (decyclizing) activity [GO:0004392]; metal ion binding [GO:0046872]; heme oxidation [GO:0006788],,,"CATALYTIC ACTIVITY: Reaction=heme b + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = biliverdin IXalpha + CO + Fe(2+) + H(+) + 3 H2O + 3 oxidized [NADPH--hemoprotein reductase]; Xref=Rhea:RHEA:21764, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17245, ChEBI:CHEBI:29033, ChEBI:CHEBI:57618, ChEBI:CHEBI:57991, ChEBI:CHEBI:58210, ChEBI:CHEBI:60344; EC=1.14.14.18; Evidence={ECO:0000256|ARBA:ARBA00001701};",,1.14.14.18,,,RHEA:21764,,,,,A0A7S3AWQ1;
A0A812LI70,0.9950000047683716,A0A812LI70,A0A812LI70,unreviewed,A0A812LI70_9DINO,DHAR1 protein,DHAR1 SLIN2456_LOCUS6311,Symbiodinium sp. CCMP2456,779.0,membrane [GO:0016020],,,,,,,,,,,"CHAIN 29..779; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032496010""","SIGNAL 1..28; /evidence=""ECO:0000256|SAM:SignalP""",A0A812LI70;
A0A812QVE7,0.9955999851226807,A0A812QVE7,A0A812QVE7,unreviewed,A0A812QVE7_9DINO,CHK kinase-like domain-containing protein,SNAT2548_LOCUS22038,Symbiodinium natans,543.0,,,,,,,,,,,,,,A0A812QVE7;
A0A7S0P6G3,0.995199978351593,A0A7S0P6G3,A0A7S0P6G3,unreviewed,A0A7S0P6G3_9EUKA,Peptidase A2 domain-containing protein,CLEP1334_LOCUS27863,Calcidiscus leptoporus,388.0,aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508],,,,,,,,,,,"CHAIN 27..388; /note=""Peptidase A2 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5030538007""","SIGNAL 1..26; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S0P6G3;
A0A812L2G7,0.9959999918937683,A0A812L2G7,A0A812L2G7,unreviewed,A0A812L2G7_9DINO,Glrx3 protein,glrx3 SLIN2456_LOCUS5409,Symbiodinium sp. CCMP2456,892.0,iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872],,,,,,,,,,,,,A0A812L2G7;
A0A812SUW2,0.9966999888420105,A0A812SUW2,A0A812SUW2,unreviewed,A0A812SUW2_9DINO,AL1 protein,AL1 STRI2592_LOCUS26373,Symbiodinium sp. CCMP2592,1702.0,membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cell communication [GO:0007154],,,,,,,,,,,,,
A0A7S4QXC6,0.9952999949455261,A0A7S4QXC6,A0A7S4QXC6,unreviewed,A0A7S4QXC6_9DINO,C-type lectin domain-containing protein,AMON00008_LOCUS26268,Alexandrium monilatum,386.0,,,,,,,,,,,,,,A0A7S4QXC6;
A0A1Q9CUU1,0.9958999752998352,A0A1Q9CUU1,A0A1Q9CUU1,unreviewed,A0A1Q9CUU1_SYMMI,C3H1-type domain-containing protein,AK812_SmicGene32199,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),895.0,membrane [GO:0016020],,,,,,,,,,,,,A0A1Q9CUU1;
A0A2K3CTA5,0.9965000152587891,A0A2K3CTA5,A0A2K3CTA5,unreviewed,A0A2K3CTA5_CHLRE,Calcineurin-like phosphoesterase domain-containing protein,CHLRE_16g657450v5,Chlamydomonas reinhardtii (Chlamydomonas smithii),600.0,hydrolase activity [GO:0016787],,,,,,,,,,,,,A0A2K3CTA5;
A0A0G4EWZ8,0.9962999820709229,A0A0G4EWZ8,A0A0G4EWZ8,unreviewed,A0A0G4EWZ8_VITBC,WW domain-containing protein,Vbra_13804,Vitrella brassicaformis (strain CCMP3155),596.0,membrane [GO:0016020]; phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629],,,,,,,,,,,"CHAIN 27..596; /note=""WW domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5005187754""","SIGNAL 1..26; /evidence=""ECO:0000256|SAM:SignalP""",A0A0G4EWZ8;
A0A7S3X1Y8,0.9969000220298767,A0A7S3X1Y8,A0A7S3X1Y8,unreviewed,A0A7S3X1Y8_EMIHU,Ribosomal protein L7/L12 C-terminal domain-containing protein,EHUX00137_LOCUS41684,Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi),219.0,ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],,,,,,,,,,,,,A0A7S3X1Y8;
A0A0M0J3D4,0.998199999332428,A0A0M0J3D4,A0A0M0J3D4,unreviewed,A0A0M0J3D4_9EUKA,Selenoprotein O,Ctob_003705,Chrysochromulina tobinii,645.0,ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779],,,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,,,,,,,"CHAIN 25..645; /note=""Selenoprotein O""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5005601349""","SIGNAL 1..24; /evidence=""ECO:0000256|SAM:SignalP""",A0A0M0J3D4;
